_id,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
65c21d0abf85afd03721acbe,249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
65c21d0abf85afd03721ad79,424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.0046422847
65c21d0abf85afd03721ac4c,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758
65c21d0abf85afd03721adda,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396
65c21d0abf85afd03721ad64,387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
65c21d0abf85afd03721acfa,451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021204
65c21d0abf85afd03721abd8,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676
65c21d0abf85afd03721ab9c,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
65c21d0abf85afd03721ae29,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664
65c21d0abf85afd03721acdc,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076
65c21d0abf85afd03721af58,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
65c21d0abf85afd03721adc2,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.813621744
65c21d0abf85afd03721abce,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712
65c21d0abf85afd03721ae18,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
65c21d0abf85afd03721af5e,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448
65c21d0abf85afd03721ac30,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248
65c21d0abf85afd03721aed5,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086028
65c21d0abf85afd03721ad1e,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
65c21d0abf85afd03721ac58,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024
65c21d0abf85afd03721ac4a,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
65c21d0abf85afd03721ada2,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924
65c21d0abf85afd03721abdf,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
65c21d0abf85afd03721ac0c,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276
65c21d0abf85afd03721ab7b,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.98611076
65c21d0abf85afd03721abe9,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.99702236
65c21d0abf85afd03721af3e,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
65c21d0abf85afd03721ad08,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
65c21d0abf85afd03721aec3,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732
65c21d0abf85afd03721ab7d,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.269535256
65c21d0abf85afd03721add6,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136
65c21d0abf85afd03721abe7,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556
65c21d0abf85afd03721aeb0,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
65c21d0abf85afd03721abe3,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744
65c21d0abf85afd03721ad63,387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
65c21d0abf85afd03721aede,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91428524
65c21d0abf85afd03721af33,261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378
65c21d0abf85afd03721af79,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307952
65c21d0abf85afd03721af1e,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
65c21d0abf85afd03721ace3,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734
65c21d0abf85afd03721ad2e,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
65c21d0abf85afd03721af15,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
65c21d0abf85afd03721ad3e,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.46196904
65c21d0abf85afd03721aec1,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
65c21d0abf85afd03721ac82,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
65c21d0abf85afd03721ad25,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136
65c21d0abf85afd03721abcf,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504
65c21d0abf85afd03721ad2f,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736
65c21d0abf85afd03721acec,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841
65c21d0abf85afd03721add1,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22414968
65c21d0abf85afd03721ae3b,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
65c21d0abf85afd03721ad0d,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
65c21d0abf85afd03721ac97,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576
65c21d0abf85afd03721af4c,313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.053469468
65c21d0abf85afd03721ae68,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932
65c21d0abf85afd03721af69,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256
65c21d0abf85afd03721af30,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.959470848
65c21d0abf85afd03721acc7,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524
65c21d0abf85afd03721ad69,387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396
65c21d0abf85afd03721adec,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479
65c21d0abf85afd03721aeff,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
65c21d0abf85afd03721ae88,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
65c21d0abf85afd03721ae27,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
65c21d0abf85afd03721acac,277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
65c21d0abf85afd03721abaa,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216
65c21d0abf85afd03721af37,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.524231644
65c21d0abf85afd03721af31,326.5,0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.630650804
65c21d0abf85afd03721ac24,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056
65c21d0abf85afd03721acf9,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466
65c21d0abf85afd03721ad65,387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468
65c21d0abf85afd03721ac87,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606
65c21d0abf85afd03721acbf,252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684
65c21d0abf85afd03721ac54,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
65c21d0abf85afd03721aec8,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
65c21d0abf85afd03721ad87,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.49488404
65c21d0abf85afd03721ab91,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182
65c21d0abf85afd03721abb2,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956
65c21d0abf85afd03721abe1,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752
65c21d0abf85afd03721ae9c,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
65c21d0abf85afd03721adcd,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
65c21d0abf85afd03721ac1d,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588
65c21d0abf85afd03721ae30,153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
65c21d0abf85afd03721acff,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132
65c21d0abf85afd03721ad70,491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.6091085695
65c21d0abf85afd03721ae67,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
65c21d0abf85afd03721adfc,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172
65c21d0abf85afd03721ab8e,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,42.620648416
65c21d0abf85afd03721ac2e,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
65c21d0abf85afd03721ae49,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.354550568
65c21d0abf85afd03721ad4c,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688
65c21d0abf85afd03721adbd,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357772
65c21d0abf85afd03721aef9,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036
65c21d0abf85afd03721ae97,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
65c21d0abf85afd03721adf6,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
65c21d0abf85afd03721ad4a,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356
65c21d0abf85afd03721ace6,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.52831864
65c21d0abf85afd03721af7f,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.768036376
65c21d0abf85afd03721af76,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.22532884
65c21d0abf85afd03721adca,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.765208492
65c21d0abf85afd03721af54,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
65c21d0abf85afd03721ac10,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
65c21d0abf85afd03721af61,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
65c21d0abf85afd03721ae5e,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.17966352
65c21d0abf85afd03721ab96,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856
65c21d0abf85afd03721ad29,194.68,0.0,100.52,170.17,7.48,998.0,901.8,14.0,24.28334472
65c21d0abf85afd03721abfe,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796
65c21d0abf85afd03721abad,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782
65c21d0abf85afd03721acbd,249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696
65c21d0abf85afd03721ae17,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
65c21d0abf85afd03721ae7b,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256
65c21d0abf85afd03721aeea,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
65c21d0abf85afd03721af49,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044
65c21d0abf85afd03721ac34,222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
65c21d0abf85afd03721ade0,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448
65c21d0abf85afd03721abe6,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148
65c21d0abf85afd03721aea1,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956
65c21d0abf85afd03721ae55,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38286912
65c21d0abf85afd03721aee3,261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724
65c21d0abf85afd03721aeed,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066
65c21d0abf85afd03721ad7a,424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.6972131458
65c21d0abf85afd03721ae92,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
65c21d0abf85afd03721ae0e,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
65c21d0abf85afd03721af3f,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858224
65c21d0abf85afd03721ad77,424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.0113857153
65c21d0abf85afd03721abd2,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564
65c21d0abf85afd03721ae8c,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884
65c21d0abf85afd03721ad5b,446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132
65c21d0abf85afd03721ac61,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732
65c21d0abf85afd03721af7a,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.455953576
65c21d0abf85afd03721ac74,250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904
65c21d0abf85afd03721abb8,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232
65c21d0abf85afd03721ada1,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445812
65c21d0abf85afd03721ae4c,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244
65c21d0abf85afd03721aebe,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
65c21d0abf85afd03721aca2,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
65c21d0abf85afd03721ae3c,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
65c21d0abf85afd03721af50,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756
65c21d0abf85afd03721abe2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
65c21d0abf85afd03721ac41,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
65c21d0abf85afd03721ade3,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
65c21d0abf85afd03721ae47,116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
65c21d0abf85afd03721ac60,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236
65c21d0abf85afd03721aeaa,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352
65c21d0abf85afd03721ae6b,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
65c21d0abf85afd03721ad1a,250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956
65c21d0abf85afd03721ae3d,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.322814728
65c21d0abf85afd03721af68,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.399596392
65c21d0abf85afd03721ac22,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
65c21d0abf85afd03721aca8,290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
65c21d0abf85afd03721af64,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.524711356
65c21d0abf85afd03721ae6e,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688
65c21d0abf85afd03721ab97,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515184
65c21d0abf85afd03721ac7b,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364
65c21d0abf85afd03721ad1f,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324
65c21d0abf85afd03721ae15,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400848
65c21d0abf85afd03721addd,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688
65c21d0abf85afd03721ae42,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.598914964
65c21d0abf85afd03721af56,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.762260768
65c21d0abf85afd03721aea6,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778
65c21d0abf85afd03721acce,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728
65c21d0abf85afd03721ac90,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312
65c21d0abf85afd03721ad6b,387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064
65c21d0abf85afd03721af04,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29309728
65c21d0abf85afd03721aba3,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
65c21d0abf85afd03721ac1e,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684
65c21d0abf85afd03721adb5,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224
65c21d0abf85afd03721ae34,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.723510152
65c21d0abf85afd03721ad26,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416
65c21d0abf85afd03721ac79,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864
65c21d0abf85afd03721aef1,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
65c21d0abf85afd03721ae8f,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
65c21d0abf85afd03721ad68,387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468
65c21d0abf85afd03721aedf,276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
65c21d0abf85afd03721ae2a,236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782065752
65c21d0abf85afd03721aeb1,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352
65c21d0abf85afd03721ae19,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
65c21d0abf85afd03721abbd,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039604
65c21d0abf85afd03721ad4d,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
65c21d0abf85afd03721ade8,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952
65c21d0abf85afd03721acc4,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112
65c21d0abf85afd03721ae5d,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668
65c21d0abf85afd03721af4f,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848
65c21d0abf85afd03721adce,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.596806472
65c21d0abf85afd03721aed2,326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23236356
65c21d0abf85afd03721ac18,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
65c21d0abf85afd03721ae35,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
65c21d0abf85afd03721af71,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517132
65c21d0abf85afd03721ad2c,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
65c21d0abf85afd03721ac93,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
65c21d0abf85afd03721abf5,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628
65c21d0abf85afd03721abeb,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
65c21d0abf85afd03721af6b,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244
65c21d0abf85afd03721ad5e,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664
65c21d0abf85afd03721abec,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
65c21d0abf85afd03721ae01,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.714497104
65c21d0abf85afd03721ac3f,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
65c21d0abf85afd03721ade7,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632
65c21d0abf85afd03721ae10,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507
65c21d0abf85afd03721ac5e,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314
65c21d0abf85afd03721af40,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.619079644
65c21d0abf85afd03721ac4f,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224
65c21d0abf85afd03721ae7c,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
65c21d0abf85afd03721acb6,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
65c21d0abf85afd03721aefa,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
65c21d0abf85afd03721abf9,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
65c21d0abf85afd03721acf5,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
65c21d0abf85afd03721af43,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.293786756
65c21d0abf85afd03721ae7e,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
65c21d0abf85afd03721ad0b,250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
65c21d0abf85afd03721acd8,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044
65c21d0abf85afd03721ad80,202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.0699754305
65c21d0abf85afd03721ac1b,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
65c21d0abf85afd03721ae1d,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
65c21d0abf85afd03721acc1,252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364
65c21d0abf85afd03721af0a,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52010476
65c21d0abf85afd03721ad9f,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.573354316
65c21d0abf85afd03721ac6b,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
65c21d0abf85afd03721acf2,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14.0,25.62092816
65c21d0abf85afd03721ae59,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
65c21d0abf85afd03721ad3b,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56.0,51.72448952
65c21d0abf85afd03721af21,184.0,86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93197176
65c21d0abf85afd03721ad13,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856
65c21d0abf85afd03721ae26,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
65c21d0abf85afd03721ade2,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
65c21d0abf85afd03721ae96,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92183956
65c21d0abf85afd03721ac29,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.497622
65c21d0abf85afd03721ae48,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
65c21d0abf85afd03721ae1c,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768
65c21d0abf85afd03721ac6c,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
65c21d0abf85afd03721aceb,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
65c21d0abf85afd03721ad42,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.25564584
65c21d0abf85afd03721af0c,298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676
65c21d0abf85afd03721adf3,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
65c21d0abf85afd03721abd0,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
65c21d0abf85afd03721aef7,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
65c21d0abf85afd03721af52,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.073134492
65c21d0abf85afd03721abc0,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916
65c21d0abf85afd03721ac32,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
65c21d0abf85afd03721ad56,446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404
65c21d0abf85afd03721ab8a,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319812
65c21d0abf85afd03721ad15,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888
65c21d0abf85afd03721ab80,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436
65c21d0abf85afd03721abf7,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028
65c21d0abf85afd03721ae57,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01145132
65c21d0abf85afd03721aba0,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436
65c21d0abf85afd03721aba2,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958604
65c21d0abf85afd03721acb5,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324
65c21d0abf85afd03721abab,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984
65c21d0abf85afd03721ae1f,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321316
65c21d0abf85afd03721abbb,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
65c21d0abf85afd03721ae80,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728
65c21d0abf85afd03721abde,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912
65c21d0abf85afd03721af39,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244
65c21d0abf85afd03721ae79,385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778
